id,object_name,object_id,start_time,end_time,duration,aspect_ratio
QYgKCy64CV0,person,8503f7d5,81.12,87.84,6.72,0.5872250727240743
jwqrVwh0ZpQ,person,ab1838a0,67.44,74.16,6.72,0.8261007706403687
5VPmpRR09ZU,person,b9acb269,235.08,241.8,6.72,0.3118199035974852
QYgKCy64CV0,person,7d968231,81.12,87.84,6.72,0.6282131188890958
QYgKCy64CV0,tie,b249ddc3,81.12,87.84,6.72,0.2392758384614489
UXR_bqyAy4E,luggage & bags,e1f6807f,122.16,128.88,6.72,0.379781573786025
5VPmpRR09ZU,furniture,639a997f,234.84,241.56,6.72,0.7863943420474282
QYgKCy64CV0,tie,49ad41b3,81.12,87.84,6.72,0.3289445972193815
QYgKCy64CV0,packaged goods,91fee014,81.12,87.84,6.72,0.4781116767243223
QYgKCy64CV0,person,bbf221c3,81.12,87.84,6.72,0.496465110208718
FiJTenAqt5M,outerwear,3810f5b5,73.68,80.4,6.72,0.7605605465257372
_ZXJdYe4bpE,person,c2c0e931,91.44,98.16,6.72,0.3789545612673276
5VPmpRR09ZU,person,a222f7f2,226.8,233.52,6.72,0.3171312303743499
QYgKCy64CV0,glasses,e6435b42,81.12,87.84,6.72,3.164412463891447
QYgKCy64CV0,person,24bb4953,81.12,87.84,6.72,0.4888995197752868
5VPmpRR09ZU,sunglasses,ef75c6df,141.84,148.56,6.72,1.5898214269994957
jwqrVwh0ZpQ,hat,a1bfbd02,67.44,74.16,6.72,1.124448765968091
jwqrVwh0ZpQ,flag,8209eee6,67.44,74.16,6.72,1.100335274361142
DUyv6voIQOI,flag,bc0a6f9a,68.16,74.88,6.72,1.4081477945749743
QYgKCy64CV0,person,279fdba5,81.12,87.84,6.72,0.9009984803421855
jwqrVwh0ZpQ,person,4694b87c,67.44,74.16,6.72,0.7557931391059617
jwqrVwh0ZpQ,flag,2105fef8,67.44,74.16,6.72,0.3648544858477035
UXR_bqyAy4E,pants,320e7ade,24.12,30.84,6.72,1.5373528145266913
UXR_bqyAy4E,person,5eb64ac9,509.04,515.76,6.72,0.6933677993729211
5VPmpRR09ZU,person,e467b97c,384.48,391.2,6.72,0.4790701214995409
p59ZDdxszkk,flag,c62532df,435.48,442.2,6.72,0.7844118394020791
5VPmpRR09ZU,clothing,56bb453b,376.56,383.28,6.72,0.5253770305583388
CcauXrkQNak,person,0f90d281,85.185,91.892,6.707,0.9064083239334536
CcauXrkQNak,mirror,a6b91a02,86.486,93.093,6.607,0.7101389436221252
5VPmpRR09ZU,person,bf363097,385.2,391.8,6.6,0.3197137931373189
5VPmpRR09ZU,person,7afcbd22,385.2,391.8,6.6,0.3670763019060247
p59ZDdxszkk,flag,3772096e,229.92,236.52,6.6,0.433488062843574
EJMaCyibnsM,sunglasses,7b9b38cc,388.44,395.04,6.6,2.39717487559438
jzsiDRP5gXc,top,b3ca5ee3,522.0,528.6,6.6,0.4700005344790524
p59ZDdxszkk,flag,1e2a1b77,210.48,217.08,6.6,0.5698803009815933
UXR_bqyAy4E,person,9444a484,317.76,324.36,6.6,0.7925461846738207
QYgKCy64CV0,person,85f13ce2,107.88,114.48,6.6,0.7895721570709444
6quOC6McLZU,person,f2a0a04c,4.2,10.8,6.6,0.7478353422087571
6quOC6McLZU,person,19b2bb04,4.2,10.8,6.6,0.9257528661518344
6quOC6McLZU,person,ba63cf4e,4.2,10.8,6.6,0.9458930756490735
6quOC6McLZU,person,9aeb9a5d,4.2,10.8,6.6,0.4115232237056682
5VPmpRR09ZU,pants,c34891d8,0.0,6.6,6.6,1.8252658624598168
p59ZDdxszkk,flag,def3fcc5,24.48,31.08,6.6,0.536316690552331
_ZXJdYe4bpE,person,af07a4f3,180.12,186.72,6.6,0.8858594041946525
WlLChq8FUxY,person,e1e92003,153.36,159.96,6.6,0.3092915175001941
WlLChq8FUxY,person,7964b7d3,153.36,159.96,6.6,0.3014364669196734
WlLChq8FUxY,picture frame,dbd23fd9,153.36,159.96,6.6,0.9860918494630432
WlLChq8FUxY,person,6e00debf,153.36,159.96,6.6,0.4379465999585324
WlLChq8FUxY,person,eb5972d4,153.36,159.96,6.6,0.4035955929710846
WlLChq8FUxY,person,e8cd80d9,153.36,159.96,6.6,0.4834566964505187
WlLChq8FUxY,person,7fa6c296,153.36,159.96,6.6,0.7656908952491343
WlLChq8FUxY,clothing,c370d12f,153.36,159.96,6.6,1.09694814444605
WlLChq8FUxY,person,c5668726,153.36,159.96,6.6,0.5340533872412069
p59ZDdxszkk,person,285a5c35,154.44,161.04,6.6,0.7431779720419682
_ZXJdYe4bpE,person,559827e6,215.16,221.76,6.6,0.6382492905400645
WlLChq8FUxY,clothing,ceea8c54,153.36,159.96,6.6,0.3989594745882197
p59ZDdxszkk,flag,aa02e720,224.04,230.64,6.6,0.7295479164273267
5VPmpRR09ZU,person,d48823ea,141.6,148.2,6.6,0.7477669632269393
WlLChq8FUxY,suit,a76c5733,153.36,159.96,6.6,0.4771992848642607
p59ZDdxszkk,person,03c50ea7,154.44,161.04,6.6,0.5246704345361501
_ZXJdYe4bpE,person,da4abd9b,178.68,185.28,6.6,0.7957809121441715
EJMaCyibnsM,person,c1e8aa38,428.16,434.76,6.6,1.17950849903122
EJMaCyibnsM,outerwear,6e1eab7a,428.16,434.76,6.6,0.9516863109523634
EJMaCyibnsM,person,79840bcc,428.16,434.76,6.6,1.4952727448074614
5VPmpRR09ZU,pants,b4b07a87,381.24,387.84,6.6,0.5036507947495873
CcauXrkQNak,person,df934c4c,168.568,175.075,6.507,0.4941800604751467
CcauXrkQNak,person,a006c718,25.425,31.932,6.506,1.000001002018746
CcauXrkQNak,outerwear,5aa326ba,25.425,31.932,6.506,1.1889100741003076
EJMaCyibnsM,hat,9a1c61e6,668.88,675.36,6.48,1.3366309698478964
p59ZDdxszkk,flag,dc233938,335.88,342.36,6.48,0.7945269170705463
5VPmpRR09ZU,person,5dccce84,367.68,374.16,6.48,0.7847347695029436
EJMaCyibnsM,glasses,a0b31dfa,668.88,675.36,6.48,2.499828094309096
EJMaCyibnsM,outerwear,8f61a5f6,391.08,397.56,6.48,0.9635506593216072
p59ZDdxszkk,flag,7d3f4bf9,486.0,492.48,6.48,0.3354854042115902
EJMaCyibnsM,person,cb074c96,668.88,675.36,6.48,0.8143916835801448
EJMaCyibnsM,home appliance,1df92c20,543.48,549.96,6.48,1.3107300769723291
EJMaCyibnsM,building,42bffae0,628.92,635.4,6.48,1.448336209984825
UXR_bqyAy4E,person,22955b25,348.84,355.32,6.48,0.4956923082390546
EJMaCyibnsM,person,30b21d15,668.88,675.36,6.48,1.141392796252872
p59ZDdxszkk,flag,bb801516,236.88,243.36,6.48,0.086030643452053
FiJTenAqt5M,top,320af5f5,107.64,114.12,6.48,1.770420567745068
FiJTenAqt5M,person,70e796c0,107.64,114.12,6.48,1.0668853452551097
p59ZDdxszkk,flag,bc54a43d,69.6,76.08,6.48,0.5362314028988553
QYgKCy64CV0,person,88c759e7,81.36,87.84,6.48,1.0762077722616328
6quOC6McLZU,person,dc5992b2,4.32,10.8,6.48,1.4538096688084985
_ZXJdYe4bpE,tie,d7320f1c,215.28,221.76,6.48,0.2723102194058729
EJMaCyibnsM,hat,b415f814,128.16,134.64,6.48,2.008095085008989
p59ZDdxszkk,flag,af65f550,120.84,127.32,6.48,0.3278509564563052
p59ZDdxszkk,flag,bbf01c44,140.52,147.0,6.48,0.3106767751976951
EJMaCyibnsM,coat,2bf9fe88,174.24,180.72,6.48,0.8927321140762512
6quOC6McLZU,person,6dcf0b29,84.48,90.96,6.48,0.4675908743700241
EJMaCyibnsM,person,93176856,128.16,134.64,6.48,1.6987012136400987
8AcQ8C9xa-A,outerwear,eaf34031,158.16,164.64,6.48,0.7317109440285544
EJMaCyibnsM,outerwear,2fc7dfd5,374.16,380.64,6.48,0.4660981922646782
5VPmpRR09ZU,building,264a49cc,315.36,321.84,6.48,1.6542767859445873
CcauXrkQNak,person,16784a7b,141.141,147.547,6.406,1.090077489322253
5VPmpRR09ZU,person,a5d120b7,422.64,429.0,6.36,0.6488293179894083
8AcQ8C9xa-A,outerwear,f94eaa75,321.24,327.6,6.36,1.736802393800907
UXR_bqyAy4E,table,66f23d04,181.2,187.56,6.36,1.3034220520771038
EJMaCyibnsM,person,938172ca,560.16,566.52,6.36,0.7988131213465001
8AcQ8C9xa-A,tie,387feafe,347.4,353.76,6.36,0.3828818118081769
8AcQ8C9xa-A,person,d0a1804d,347.4,353.76,6.36,1.0330378270902052
EJMaCyibnsM,bicycle,6a99669b,321.84,328.2,6.36,1.9588166795326407
p59ZDdxszkk,flag,d2882bdc,257.76,264.12,6.36,0.7229445382497932
8AcQ8C9xa-A,packaged goods,8240b99a,347.4,353.76,6.36,0.922138900060648
p59ZDdxszkk,flag,77ecd6aa,553.8,560.16,6.36,0.6762455398942009
6quOC6McLZU,hat,7496a0e5,4.2,10.56,6.36,1.1327006900567338
p59ZDdxszkk,flag,92e1f710,51.12,57.48,6.36,1.0037321607244982
jwqrVwh0ZpQ,person,1fc7cbc5,75.36,81.72,6.36,0.5368595517324072
WlLChq8FUxY,person,95969259,69.48,75.84,6.36,0.9611399827273864
6quOC6McLZU,person,8653b220,84.84,91.2,6.36,0.2308414009986555
EJMaCyibnsM,luggage & bags,e259ed6f,428.16,434.52,6.36,1.7385530873681458
CcauXrkQNak,person,0d0b36a9,2.002,8.308,6.306,0.3910009187174675
jzsiDRP5gXc,couch,32413c27,228.6,234.84,6.24,2.7998125147048567
5VPmpRR09ZU,person,1fe4415c,385.56,391.8,6.24,0.4030750414641588
UXR_bqyAy4E,tire,1055b6f4,442.44,448.68,6.24,0.7426188786758917
DUyv6voIQOI,flag,cdd23578,68.16,74.4,6.24,0.5425636369724621
UXR_bqyAy4E,top,dd3ee62b,505.2,511.44,6.24,0.4510139871731765
p59ZDdxszkk,flag,32092cd7,505.56,511.8,6.24,0.4878987635146955
EJMaCyibnsM,car,eb137085,434.88,441.12,6.24,1.675205170445229
5VPmpRR09ZU,building,1fb8217d,415.8,422.04,6.24,1.583442843640206
EJMaCyibnsM,pants,6054f67e,321.84,328.08,6.24,1.127035925110032
EJMaCyibnsM,pants,b6d3c4b6,321.84,328.08,6.24,0.5464823598923035
jzsiDRP5gXc,hat,f9c09351,698.88,705.12,6.24,1.2775838505671533
_ZXJdYe4bpE,hat,537c4974,331.08,337.32,6.24,1.3744541529947938
8AcQ8C9xa-A,person,3c462f05,239.16,245.4,6.24,0.3895591698694979
5VPmpRR09ZU,person,b150e908,56.04,62.28,6.24,0.5766250501110189
EJMaCyibnsM,clothing,c9d09375,8.52,14.76,6.24,0.5083547672089819
5VPmpRR09ZU,person,ae7b6dc9,74.76,81.0,6.24,0.3647390282067616
p59ZDdxszkk,flag,07d40602,113.28,119.52,6.24,0.5197120763434683
p59ZDdxszkk,flag,19121a2f,221.52,227.76,6.24,0.554637089508735
WlLChq8FUxY,flag,5a29cce8,203.52,209.76,6.24,0.3795316766227758
EJMaCyibnsM,earrings,d343f6a4,276.72,282.96,6.24,1.1575931897641816
p59ZDdxszkk,hat,d8b48796,443.04,449.28,6.24,1.163662138583967
p59ZDdxszkk,flag,3947680f,190.68,196.8,6.12,0.1269017498916695
p59ZDdxszkk,flag,b1d6fda0,473.52,479.64,6.12,0.3691506349628325
p59ZDdxszkk,flag,721d75b6,396.96,403.08,6.12,0.775104470817462
UXR_bqyAy4E,person,6366eaad,522.24,528.36,6.12,0.1589604500238877
EJMaCyibnsM,person,b94fc72e,206.16,212.28,6.12,0.51280505464126
FiJTenAqt5M,table top,525eef32,74.28,80.4,6.12,6.871219493305524
5VPmpRR09ZU,person,646f0818,127.68,133.8,6.12,0.3826949681259082
8AcQ8C9xa-A,person,8f705f2a,327.96,334.08,6.12,1.0258718956433228
UXR_bqyAy4E,suit,1dd53671,211.32,217.44,6.12,1.0312784048563786
EJMaCyibnsM,outerwear,f174b06c,543.72,549.84,6.12,1.4130721735757692
5VPmpRR09ZU,person,a1ede871,74.88,81.0,6.12,0.8096041529950824
6quOC6McLZU,hat,40691abe,4.68,10.8,6.12,1.1068558995049302
5VPmpRR09ZU,luggage & bags,c9b700a2,0.0,6.12,6.12,1.1965739864960905
p59ZDdxszkk,flag,b0b527aa,5.28,11.4,6.12,0.5847840834700432
UXR_bqyAy4E,pants,a032df93,13.44,19.56,6.12,1.4635000160454716
EJMaCyibnsM,person,ea8ea575,110.4,116.52,6.12,0.5017894176364123
_ZXJdYe4bpE,pants,aa92a6dd,122.52,128.64,6.12,0.7298971342305495
WlLChq8FUxY,pants,3004c780,153.36,159.48,6.12,0.6170123440608632
CcauXrkQNak,hat,d52a7060,26.126,32.232,6.106,1.1875769683887487
6quOC6McLZU,table,a5061468,63.48,69.48,6.0,1.2251557237133406
p59ZDdxszkk,flag,5620c173,14.28,20.28,6.0,0.6140928166127432
jzsiDRP5gXc,outerwear,187f7d9f,605.04,611.04,6.0,1.539433347741925
8AcQ8C9xa-A,person,55b87cb7,198.72,204.72,6.0,0.7280638691124162
8AcQ8C9xa-A,person,90560d14,198.72,204.72,6.0,0.8375247852572113
8AcQ8C9xa-A,person,0c585c1b,198.72,204.72,6.0,0.6538234129339824
8AcQ8C9xa-A,person,08cdb779,198.72,204.72,6.0,1.1472351167115105
jzsiDRP5gXc,outerwear,82a3dfae,615.96,621.96,6.0,1.6795852608254365
8AcQ8C9xa-A,person,5ab21fc8,198.72,204.72,6.0,0.7612066961343258
8AcQ8C9xa-A,person,c4a57192,198.72,204.72,6.0,1.034114276037572
5VPmpRR09ZU,top,5de8fd61,75.0,81.0,6.0,0.4972894779105262
8AcQ8C9xa-A,person,014e7bc7,198.72,204.72,6.0,1.112312747640689
8AcQ8C9xa-A,person,62eb6d6f,198.72,204.72,6.0,0.9356900875567412
8AcQ8C9xa-A,person,5e86f397,198.72,204.72,6.0,0.8767143841697651
8AcQ8C9xa-A,person,d8b65bbc,198.72,204.72,6.0,1.0704284424974406
jzsiDRP5gXc,pants,b52cb542,388.08,394.08,6.0,1.8576297767389376
jzsiDRP5gXc,person,77bc3c99,559.8,565.8,6.0,0.5401516331910937
8AcQ8C9xa-A,person,ab0b930e,198.72,204.72,6.0,1.2282433928021157
8AcQ8C9xa-A,person,2996651b,198.72,204.72,6.0,1.2750387242668817
6quOC6McLZU,person,03c38bef,62.64,68.64,6.0,0.4940230980152828
5VPmpRR09ZU,table,f668fd6b,470.88,476.88,6.0,0.8678510662794058
8AcQ8C9xa-A,person,166f02c5,198.72,204.72,6.0,0.6567174741428412
jzsiDRP5gXc,glasses,9c174cfd,605.04,611.04,6.0,2.7307623992611814
8AcQ8C9xa-A,person,9c276926,198.72,204.72,6.0,1.2250365000736538
jzsiDRP5gXc,person,b56a908c,388.08,394.08,6.0,1.1120896642959552
8AcQ8C9xa-A,person,8c7eb35b,198.72,204.72,6.0,1.1927402244193712
8AcQ8C9xa-A,person,7d38ca09,198.72,204.72,6.0,1.4939028033319353
QYgKCy64CV0,person,924e5663,92.88,98.88,6.0,0.5358974140685001
8AcQ8C9xa-A,person,50a0bbf0,198.72,204.72,6.0,0.9696713821636016
jzsiDRP5gXc,person,4879bd84,388.08,394.08,6.0,0.8275821379523914
8AcQ8C9xa-A,furniture,0b95a7d6,166.44,172.44,6.0,6.958512473336568
8AcQ8C9xa-A,person,af3c734c,198.72,204.72,6.0,0.7890146788744393
8AcQ8C9xa-A,flag,dd25d255,198.72,204.72,6.0,0.4971562352931389
8AcQ8C9xa-A,flag,c6b40d6c,198.72,204.72,6.0,0.5016777815044966
8AcQ8C9xa-A,person,b43a3508,198.72,204.72,6.0,0.4971622248588381
8AcQ8C9xa-A,flag,691919fe,198.72,204.72,6.0,0.4317848107102219
8AcQ8C9xa-A,flag,1f3fd89f,198.72,204.72,6.0,0.5093356552749981
8AcQ8C9xa-A,flag,1abecb72,198.72,204.72,6.0,0.4881764971940757
jzsiDRP5gXc,outerwear,b6a39f3e,605.04,611.04,6.0,0.9504486874903052
EJMaCyibnsM,suit,9d2fb2be,590.88,596.88,6.0,0.6407955626057641
p59ZDdxszkk,flag,ec41e0a0,567.24,573.24,6.0,0.7086524334021972
5VPmpRR09ZU,person,1849d4a6,326.88,332.88,6.0,0.4232883115588229
p59ZDdxszkk,flag,ecf09879,525.84,531.84,6.0,0.992534757599313
p59ZDdxszkk,flag,edb60ced,481.08,487.08,6.0,0.8570164320348707
p59ZDdxszkk,flag,1257dca5,177.84,183.84,6.0,1.0619911263494126
p59ZDdxszkk,flag,b75ae923,278.52,284.52,6.0,0.5239289426819441
p59ZDdxszkk,flag,2e6135e2,385.08,391.08,6.0,0.2051168395185751
_ZXJdYe4bpE,coat,358ea14c,47.76,53.76,6.0,1.7260687431529602
5VPmpRR09ZU,luggage & bags,3cec0c8d,75.0,81.0,6.0,1.0663623351205973
5VPmpRR09ZU,luggage & bags,6c4d3a28,75.0,81.0,6.0,0.9502578420604104
p59ZDdxszkk,flag,494244f7,452.76,458.76,6.0,0.933038957092789
EJMaCyibnsM,person,21d44858,387.36,393.36,6.0,0.1423024135470491
WlLChq8FUxY,person,4383cc36,137.88,143.88,6.0,0.4343640042461037
8AcQ8C9xa-A,suit,ee55317d,198.72,204.72,6.0,0.6303327900074596
8AcQ8C9xa-A,suit,e7a567f0,198.72,204.72,6.0,1.1336064613339147
_ZXJdYe4bpE,packaged goods,442ed03e,133.32,139.32,6.0,0.6660918432163275
8AcQ8C9xa-A,person,fd66c336,198.72,204.72,6.0,0.5335908466414031
_ZXJdYe4bpE,person,b0a4008e,47.76,53.76,6.0,1.0242609643389895
5VPmpRR09ZU,person,0b659934,135.0,141.0,6.0,0.4231040430679273
CcauXrkQNak,pants,c59b5c4b,4.705,10.611,5.906,0.5793457960552475
5F1LC4QmkRA,hat,a97ecc3b,44.76,50.64,5.88,1.2953417486336698
DUyv6voIQOI,flag,fe9cfd36,58.68,64.56,5.88,1.146980433185732
QYgKCy64CV0,outerwear,be08db1d,51.12,57.0,5.88,1.2870237328870815
p59ZDdxszkk,flag,359f5b01,54.72,60.6,5.88,1.8627957484505924
DUyv6voIQOI,building,e64df56d,58.68,64.56,5.88,2.2640598812794788
5VPmpRR09ZU,luggage & bags,c77ae7b7,9.24,15.12,5.88,0.932857244360802
WlLChq8FUxY,person,8fe65747,154.08,159.96,5.88,0.3521724668355721
UXR_bqyAy4E,person,11edb574,122.28,128.16,5.88,0.7186725958278595
UXR_bqyAy4E,person,13e30087,145.08,150.96,5.88,0.4079793337280964
p59ZDdxszkk,flag,7d739e8a,57.84,63.72,5.88,0.5071101357027591
WlLChq8FUxY,pants,bb5f018a,153.36,159.24,5.88,0.7607365320936628
UXR_bqyAy4E,flag,2fd8d67e,246.84,252.72,5.88,0.1243370434906532
_ZXJdYe4bpE,hat,4ed2ae98,318.24,324.12,5.88,1.3570926890321575
jzsiDRP5gXc,person,bda4f062,605.16,611.04,5.88,1.125553946450748
EJMaCyibnsM,tire,d0e6f9c0,321.96,327.84,5.88,0.634902447469517
EJMaCyibnsM,person,7476dd40,387.48,393.36,5.88,0.5530693972635725
5VPmpRR09ZU,outerwear,b2e1c57f,382.92,388.8,5.88,0.8216426303230673
8AcQ8C9xa-A,person,dcf2f636,323.4,329.28,5.88,0.8729753157815517
jzsiDRP5gXc,pants,6ac2ef34,388.2,394.08,5.88,2.3236349752444707
CcauXrkQNak,mirror,5db18caa,129.229,135.035,5.806,1.35958835863143
CcauXrkQNak,hat,4be8f6f1,195.696,201.501,5.806,1.3391094442061684
QYgKCy64CV0,hat,0fe410f0,97.08,102.84,5.76,0.8973348342466317
QYgKCy64CV0,person,f18074d8,96.0,101.76,5.76,0.7466132558519354
6quOC6McLZU,person,8580acbe,5.04,10.8,5.76,0.9115430211024376
6quOC6McLZU,person,2685506d,5.04,10.8,5.76,2.012272460165767
5VPmpRR09ZU,display device,c350a8fd,9.36,15.12,5.76,1.3821507878430432
6quOC6McLZU,hat,83e683b8,4.44,10.2,5.76,0.9446992469083446
QYgKCy64CV0,person,482b9b13,22.92,28.68,5.76,0.8529403675576044
QYgKCy64CV0,person,369fb77a,22.92,28.68,5.76,1.77778275538194
QYgKCy64CV0,person,39832d2e,22.92,28.68,5.76,0.4595440414469441
5F1LC4QmkRA,hat,d5501108,31.92,37.68,5.76,1.2509668042547153
6quOC6McLZU,lighting,bad987d1,43.56,49.32,5.76,1.3513426973116305
QYgKCy64CV0,person,4d698bd6,22.92,28.68,5.76,0.6242308601706125
QYgKCy64CV0,person,7adc2d7c,22.92,28.68,5.76,0.9333721582917032
DUyv6voIQOI,flag,e06e587b,26.64,32.4,5.76,1.4451825589468854
QYgKCy64CV0,person,fb0880a9,22.92,28.68,5.76,0.5783901932026996
QYgKCy64CV0,person,5c493f2c,22.92,28.68,5.76,1.0423992195882863
6quOC6McLZU,hat,5ec79ae4,109.56,115.32,5.76,1.266225077423909
5VPmpRR09ZU,person,cd8ad011,140.28,146.04,5.76,0.5624955126570578
EJMaCyibnsM,person,723bd90e,472.32,478.08,5.76,0.7930941743433783
UXR_bqyAy4E,clothing,2c555c17,144.96,150.72,5.76,0.4259317945318929
_ZXJdYe4bpE,glasses,e192a813,182.28,188.04,5.76,2.8967531871918677
jzsiDRP5gXc,glasses,5bb39d9d,110.76,116.52,5.76,2.299475490158131
8AcQ8C9xa-A,outerwear,5b753175,328.32,334.08,5.76,1.0741248446486236
EJMaCyibnsM,outerwear,06220e77,434.88,440.64,5.76,0.6890338960771435
8AcQ8C9xa-A,tie,5d988a60,328.32,334.08,5.76,0.3782168402906833
EJMaCyibnsM,scarf,658db463,530.04,535.8,5.76,0.5867841357469715
p59ZDdxszkk,flag,bfb47df3,555.6,561.36,5.76,0.898571593740967
EJMaCyibnsM,clothing,888ee67a,205.8,211.56,5.76,1.5468467413491578
5VPmpRR09ZU,person,9c259aad,483.72,489.48,5.76,0.6106597084951855
CcauXrkQNak,window blind,60366a2e,189.489,195.195,5.706,1.164662048769912
CcauXrkQNak,hat,080f8d9e,208.408,214.114,5.706,1.2916098472394617
p59ZDdxszkk,flag,1a959952,445.08,450.72,5.64,0.9566039904210364
p59ZDdxszkk,flag,7e6c0c26,409.08,414.72,5.64,0.3033221227633111
8AcQ8C9xa-A,clothing,5395b0a5,198.72,204.36,5.64,1.1842806336709495
UXR_bqyAy4E,building,d0aee5af,132.72,138.36,5.64,1.4988595863566287
_ZXJdYe4bpE,person,162bce19,188.16,193.8,5.64,0.8030267980275116
EJMaCyibnsM,person,5a7d8405,168.48,174.12,5.64,0.7426593870884456
_ZXJdYe4bpE,person,bb0b770b,188.16,193.8,5.64,0.3629162868322492
_ZXJdYe4bpE,person,b496e10f,242.64,248.28,5.64,0.2188501223200694
jzsiDRP5gXc,hat,16cda8c2,228.6,234.24,5.64,1.4948468815775284
jzsiDRP5gXc,person,9014403e,228.6,234.24,5.64,0.3499687505165846
8AcQ8C9xa-A,person,53129a67,198.72,204.36,5.64,1.376223770729214
_ZXJdYe4bpE,outerwear,74197b04,188.16,193.8,5.64,0.4622843833542098
EJMaCyibnsM,clothing,f5d0b774,168.48,174.12,5.64,0.7436371272396686
QYgKCy64CV0,person,8d270e14,23.04,28.68,5.64,1.2686605003909537
QYgKCy64CV0,person,92008fcf,23.04,28.68,5.64,1.454514600999745
QYgKCy64CV0,person,b1f0e974,23.04,28.68,5.64,1.1689768420688305
jzsiDRP5gXc,person,703e084d,110.88,116.52,5.64,1.2822188540746944
QYgKCy64CV0,person,b0b58ddc,23.04,28.68,5.64,0.6547569627948563
QYgKCy64CV0,person,e73f0bb7,23.04,28.68,5.64,1.011261763035776
UXR_bqyAy4E,person,38e01403,45.72,51.36,5.64,0.8847624872907789
QYgKCy64CV0,person,fdbae903,23.04,28.68,5.64,1.0579004234146028
QYgKCy64CV0,person,551da7b6,23.04,28.68,5.64,1.028951561729698
UXR_bqyAy4E,person,5e9cd699,106.56,112.2,5.64,0.5546191697157826
5VPmpRR09ZU,dress,213c60c0,33.0,38.64,5.64,1.0006421336746805
QYgKCy64CV0,person,f66e08f7,23.04,28.68,5.64,1.090906608780946
WlLChq8FUxY,packaged goods,527f0bbd,67.44,73.08,5.64,0.3052870844541937
QYgKCy64CV0,person,6d3d223c,108.0,113.64,5.64,0.6833351668842691
6quOC6McLZU,hat,16de9265,5.16,10.8,5.64,0.7479458033346303
QYgKCy64CV0,person,ed2f66c7,23.04,28.68,5.64,1.3906068166448389
QYgKCy64CV0,person,88a5eff1,23.04,28.68,5.64,1.2333109349101836
QYgKCy64CV0,person,88c223e1,23.04,28.68,5.64,1.2787278567098248
5VPmpRR09ZU,person,9e637561,33.0,38.64,5.64,0.5917918781296754
QYgKCy64CV0,person,ed6a1c7f,23.04,28.68,5.64,0.9333389402816208
5VPmpRR09ZU,person,d80e9fe0,33.0,38.64,5.64,0.7024865711925173
QYgKCy64CV0,person,72d84c0d,22.92,28.56,5.64,0.5358190327825837
UXR_bqyAy4E,top,0895eb8b,551.04,556.68,5.64,0.9602992659905912
_ZXJdYe4bpE,packaged goods,df1d4304,265.56,271.2,5.64,1.6898964689897469
jzsiDRP5gXc,top,44eaebcc,388.44,394.08,5.64,1.2660381861258
8AcQ8C9xa-A,outerwear,46592425,357.72,363.36,5.64,1.0690345251527569
UXR_bqyAy4E,person,e243f6e3,324.6,330.24,5.64,0.3681638432897802
WlLChq8FUxY,pants,10bc8bbd,153.36,159.0,5.64,0.9959847297060284
p59ZDdxszkk,flag,adc0286c,313.68,319.32,5.64,0.4180368772282624
jzsiDRP5gXc,person,ad8645a1,605.16,610.8,5.64,1.1791707452831997
jzsiDRP5gXc,top,bec7d76c,233.4,239.04,5.64,2.774984353464973
UXR_bqyAy4E,person,60f60bf2,324.6,330.24,5.64,0.3737389657537394
UXR_bqyAy4E,top,0162334a,318.72,324.36,5.64,0.713029725500653
p59ZDdxszkk,flag,0001110d,358.2,363.84,5.64,0.1731416909278582
p59ZDdxszkk,person,54a93d55,154.8,160.44,5.64,1.511294870298436
EJMaCyibnsM,person,6cef0014,621.72,627.36,5.64,0.3005646824878486
UXR_bqyAy4E,top,174fc054,513.72,519.36,5.64,0.6319533928462722
EJMaCyibnsM,table,ac979f97,417.6,423.24,5.64,1.0320650866788568
p59ZDdxszkk,flag,c6fbd396,539.28,544.92,5.64,0.2711465912837966
_ZXJdYe4bpE,furniture,fa2d32f4,133.68,139.32,5.64,1.220735843523804
8AcQ8C9xa-A,packaged goods,49da5e5b,328.44,334.08,5.64,0.9150298778545376
EJMaCyibnsM,person,eaa71325,621.72,627.36,5.64,0.4972807509737123
UXR_bqyAy4E,person,0127a672,318.84,324.36,5.52,0.536511414860381
QYgKCy64CV0,hat,0088482d,92.52,98.04,5.52,0.7230749471953315
EJMaCyibnsM,person,f2888b55,168.6,174.12,5.52,0.5344847843367023
_ZXJdYe4bpE,person,fc0f708b,188.28,193.8,5.52,0.4418860642810471
jzsiDRP5gXc,person,d14fa1b6,228.6,234.12,5.52,0.6894076330212516
8AcQ8C9xa-A,person,e345a3b6,198.72,204.24,5.52,1.1206092951426176
jwqrVwh0ZpQ,clothing,c3d9effd,77.16,82.68,5.52,1.039915161427787
p59ZDdxszkk,flag,09cfef76,246.84,252.36,5.52,1.157696795003776
p59ZDdxszkk,flag,aee68e42,229.92,235.44,5.52,1.013939750446247
QYgKCy64CV0,person,1316ace1,37.8,43.32,5.52,0.6237329708897555
QYgKCy64CV0,person,753a2734,37.8,43.32,5.52,1.1990047331900435
QYgKCy64CV0,person,485ea942,37.8,43.32,5.52,0.3078535000038176
QYgKCy64CV0,person,5fc56895,37.8,43.32,5.52,1.3035801884585347
QYgKCy64CV0,person,cf82b39a,37.8,43.32,5.52,1.1316063280763775
QYgKCy64CV0,person,505ae89b,37.8,43.32,5.52,1.0951012677598486
